Id,activity_date,total_steps,calories,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,activity_level,activity_intensity_segment,day_type,total_minutes_asleep,total_time_in_bed,sleep_efficiency,sleep_segment
8583815059,17-04-2016,3008,2439,0,0,0,1440,Low Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
8583815059,18-04-2016,3864,2536,4,22,105,1309,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8583815059,19-04-2016,5697,2668,7,10,166,1257,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8583815059,20-04-2016,5273,2647,0,27,167,1246,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8583815059,21-04-2016,8538,2883,35,18,158,1229,Moderate Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8583815059,22-04-2016,8687,2944,4,54,212,1170,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8583815059,23-04-2016,9423,3012,7,44,238,1151,Moderate Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
8583815059,24-04-2016,8286,2889,2,44,206,1188,Moderate Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
8583815059,25-04-2016,4503,2547,18,6,122,1294,Low Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8583815059,26-04-2016,10499,3093,1,91,214,1134,High Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8583815059,27-04-2016,12474,3142,77,5,129,1229,High Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8583815059,28-04-2016,6174,2757,0,28,203,1209,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8583815059,29-04-2016,15168,3513,46,67,258,1069,High Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8583815059,30-04-2016,10085,3164,2,28,317,1093,High Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
8583815059,01-05-2016,4512,2596,10,2,117,1311,Low Activity,Moderate Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
8583815059,02-05-2016,8469,2894,0,0,0,1440,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8583815059,03-05-2016,12015,3212,0,0,0,1440,High Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8583815059,04-05-2016,3588,2516,0,0,0,1440,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8583815059,05-05-2016,12427,3266,0,0,70,1370,High Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8583815059,06-05-2016,5843,2683,2,22,166,1250,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8583815059,07-05-2016,6117,2810,0,0,250,1190,Moderate Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
8583815059,08-05-2016,9217,2940,3,72,182,1183,Moderate Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
8583815059,09-05-2016,9877,2947,66,4,110,1260,Moderate Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8583815059,10-05-2016,8240,2846,9,43,162,1226,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8583815059,11-05-2016,8701,2804,5,71,177,1106,Moderate Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8583815059,12-05-2016,0,0,0,0,0,1440,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8792009665,12-04-2016,2564,2044,0,0,116,831,Low Activity,Low Very-Active,Weekday,458,493,92.9,6-8 Hours
8792009665,13-04-2016,1320,1934,0,0,82,806,Low Activity,Low Very-Active,Weekday,531,552,96.2,More than 8 Hours
8792009665,14-04-2016,1219,1963,0,0,84,853,Low Activity,Low Very-Active,Weekday,486,503,96.6,More than 8 Hours
8792009665,15-04-2016,2483,2009,0,0,126,937,Low Activity,Low Very-Active,Weekday,363,377,96.3,6-8 Hours
8792009665,16-04-2016,244,1721,0,0,12,1428,Low Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
8792009665,17-04-2016,0,1688,0,0,0,1440,Low Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
8792009665,18-04-2016,0,1688,0,0,0,1440,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8792009665,19-04-2016,0,1688,0,0,0,1440,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8792009665,20-04-2016,3147,2188,0,10,139,744,Low Activity,Low Very-Active,Weekday,528,547,96.5,More than 8 Hours
8792009665,21-04-2016,144,1720,0,0,9,1431,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8792009665,22-04-2016,4068,2419,1,20,195,817,Low Activity,Low Very-Active,Weekday,391,407,96.1,6-8 Hours
8792009665,23-04-2016,5245,2748,8,45,232,795,Moderate Activity,Low Very-Active,Weekend,339,360,94.2,Less than 6 Hours
8792009665,24-04-2016,400,1799,3,8,19,1410,Low Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
8792009665,25-04-2016,0,1688,0,0,0,1440,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8792009665,26-04-2016,1321,1928,0,0,80,1360,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8792009665,27-04-2016,1758,2067,0,0,112,900,Low Activity,Low Very-Active,Weekday,423,428,98.8,6-8 Hours
8792009665,28-04-2016,6157,2780,0,0,310,714,Moderate Activity,Low Very-Active,Weekday,402,416,96.6,6-8 Hours
8792009665,29-04-2016,8360,3101,6,14,380,634,Moderate Activity,Low Very-Active,Weekday,398,406,98,6-8 Hours
8792009665,30-04-2016,7174,2896,10,20,301,749,Moderate Activity,Moderate Very-Active,Weekend,343,360,95.3,Less than 6 Hours
8792009665,01-05-2016,1619,1962,0,0,79,834,Low Activity,Low Very-Active,Weekend,503,527,95.4,More than 8 Hours
8792009665,02-05-2016,1831,2015,0,0,101,916,Low Activity,Low Very-Active,Weekday,415,423,98.1,6-8 Hours
8792009665,03-05-2016,2421,2297,0,0,156,739,Low Activity,Low Very-Active,Weekday,516,545,94.7,More than 8 Hours
8792009665,04-05-2016,2283,2067,0,0,129,848,Low Activity,Low Very-Active,Weekday,439,463,94.8,6-8 Hours
8792009665,05-05-2016,0,1688,0,0,0,1440,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8792009665,06-05-2016,0,1688,0,0,0,1440,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8792009665,07-05-2016,0,1688,0,0,0,1440,Low Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
8792009665,08-05-2016,0,1688,0,0,0,1440,Low Activity,Low Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
8792009665,09-05-2016,0,1688,0,0,0,1440,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8792009665,10-05-2016,0,57,0,0,0,48,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8877689391,12-04-2016,23186,3921,85,7,312,1036,High Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8877689391,13-04-2016,15337,3566,108,18,216,1098,High Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8877689391,14-04-2016,21129,3793,68,13,298,1061,High Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8877689391,15-04-2016,13422,3934,106,1,281,1052,High Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8877689391,16-04-2016,29326,4547,94,29,429,888,High Activity,High Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
8877689391,17-04-2016,15118,3545,58,15,307,1060,High Activity,High Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
8877689391,18-04-2016,11423,2761,29,5,191,1215,High Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8877689391,19-04-2016,18785,3676,82,13,214,1131,High Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8877689391,20-04-2016,19948,3679,73,19,225,1123,High Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8877689391,21-04-2016,19377,3659,82,13,226,1119,High Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8877689391,22-04-2016,18258,3427,61,2,236,1141,High Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8877689391,23-04-2016,11200,3891,102,6,300,1032,High Activity,High Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
8877689391,24-04-2016,16674,3455,64,1,227,1148,High Activity,High Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
8877689391,25-04-2016,12986,3802,113,8,218,1101,High Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8877689391,26-04-2016,11101,2860,22,3,258,1157,High Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8877689391,27-04-2016,23629,3808,93,8,235,1104,High Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8877689391,28-04-2016,14890,3060,58,8,231,1143,High Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8877689391,29-04-2016,9733,2698,18,5,210,1207,Moderate Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8877689391,30-04-2016,27745,4398,124,4,223,1089,High Activity,High Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
8877689391,01-05-2016,10930,2786,36,12,166,1226,High Activity,High Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
8877689391,02-05-2016,4790,2189,0,0,105,1335,Low Activity,Low Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8877689391,03-05-2016,10818,2817,19,3,229,1189,High Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8877689391,04-05-2016,18193,3477,66,8,212,1154,High Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8877689391,05-05-2016,14055,3052,67,15,188,1170,High Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8877689391,06-05-2016,21727,4015,96,17,232,1095,High Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8877689391,07-05-2016,12332,4142,105,28,271,1036,High Activity,High Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
8877689391,08-05-2016,10686,2847,17,4,245,1174,High Activity,Moderate Very-Active,Weekend,NULL,NULL,NULL,More than 8 Hours
8877689391,09-05-2016,20226,3710,73,19,217,1131,High Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8877689391,10-05-2016,10733,2832,18,11,224,1187,High Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8877689391,11-05-2016,21420,3832,88,12,213,1127,High Activity,High Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
8877689391,12-05-2016,8064,1849,23,1,137,770,Moderate Activity,Moderate Very-Active,Weekday,NULL,NULL,NULL,More than 8 Hours
